,TMP,OXYGEN,SAL,TCARBN,ALKALI,PHSPHT,SILCAT,PRS,PH
226661,2.1537,151.3,34.632,2299.5,2385.4,2.53,115.19,1986.2,7.8179998
226665,1.6596,164.5,34.674801,2300.4,2391.9,2.46,125.26,2948.2,7.802
226666,1.6039,168.6,34.679901,2297.3,2388.4,2.44,124.62,3201.8,7.7919998
226667,1.5398,172.8,34.685398,2294.3,2388.8,2.41,124.62,3456.0,7.7930002
226668,1.5147,175.5,34.6884,2291.4,2387.8,2.4,124.4,3710.7,7.789
226669,1.4875,178.4,34.691799,2289.7,2385.7,2.39,123.96,3965.1,7.777
226670,1.4896,179.7,34.693298,2287.8,2385.5,2.38,123.54,4220.4,7.7719998
226671,1.504,179.6,34.694099,2286.9,2383.9,2.38,123.54,4454.6,7.7600002
226673,28.0806,198.4,35.830399,2000.3,2353.7,0.15,0.6,2.3,8.066
226674,25.7376,210.7,35.725101,1998.6,2345.7,0.14,0.98,31.6,8.0930004
226675,24.7133,211.8,35.695099,1999.4,2343.5,0.14,0.57,56.4,8.1040001
226677,23.131,209.5,35.6409,2014.7,2336.5,0.13,0.58,106.7,8.0930004
226679,19.5732,189.3,35.598301,2068.2,2333.2,0.32,0.79,206.2,8.0459995
226681,16.1517,187.1,35.266201,2089.7,2317.2,0.58,2.22,306.4,8.0290003
226683,10.9516,168.8,34.680599,2142.1,2287.1,1.39,7.8,406.6,7.927
226685,7.54,173.5,34.425499,2171.2,2279.6,1.89,14.23,506.9,7.8769999
226686,6.0836,191.8,34.355499,2175.9,2282.0,2.0,18.18,606.8,7.8889999
226688,4.8992,159.3,34.408501,2219.0,2304.4,2.35,41.17,807.8,7.8330002
226690,3.9181,150.1,34.473,2249.4,2330.1,2.49,63.46,1009.0,7.822
226709,28.4404,199.8,35.702801,1996.6,2363.3,0.16,0.67,2.2,8.0810003
226710,26.5472,205.2,35.726299,2000.2,2345.6,0.16,0.66,40.7,8.0780001
226711,24.8329,212.3,35.755699,2003.4,2346.2,0.22,0.67,75.4,8.0979996
226712,22.2572,204.6,35.643398,2027.1,2337.5,0.14,0.47,125.6,8.0860004
226713,20.6315,185.5,35.668301,2062.6,2338.8,0.29,0.68,175.4,8.0500002
226714,19.065,189.3,35.5597,2070.8,2330.9,0.34,0.89,225.4,8.0450001
226715,17.1705,187.4,35.384701,2085.4,2320.3,0.49,1.31,275.3,8.0270004
226716,15.023,181.7,35.131302,2102.8,2307.1,0.73,2.76,325.3,8.0
226717,13.618,192.9,35.005402,2105.2,2301.1,0.79,2.55,375.6,8.0039997
226718,11.2083,193.9,34.740398,2124.1,2287.1,1.12,4.41,425.4,7.967
226719,9.739,199.6,34.600201,2133.3,2283.9,1.3,5.46,475.5,7.9580002
226720,7.8704,208.8,34.435299,2146.6,2277.6,1.58,7.74,526.0,7.9359999
226721,5.9685,220.1,34.324699,2158.8,2280.1,1.82,12.92,646.2,7.934
226722,5.2062,191.5,34.3358,2187.1,2288.7,2.11,24.99,746.8,7.882
226723,4.595,175.9,34.369499,2209.0,2301.6,2.28,37.31,847.1,7.8590002
226724,4.1763,165.4,34.404301,2227.0,2311.9,2.39,47.79,947.5,7.836
226725,3.7838,150.9,34.4734,2249.9,2332.1,2.49,64.62,1048.1,7.8270001
226726,3.4102,149.7,34.509998,2261.3,2342.1,2.51,75.38,1148.8,7.822
226727,3.1888,149.1,34.532101,2268.5,2349.5,2.53,82.37,1250.1,7.8210001
226728,2.9857,148.8,34.551498,2274.5,2357.3,2.53,88.3,1349.7,7.8249998
226729,2.7362,149.1,34.574299,2282.5,2365.7,2.53,95.94,1451.2,7.8249998
226730,2.5843,148.9,34.589699,2288.3,2371.7,2.54,100.83,1551.5,7.823
226731,2.4556,149.0,34.601898,2292.3,2376.1,2.54,105.08,1652.5,7.822
226732,2.3287,149.2,34.6143,2297.4,2382.2,2.54,109.35,1753.8,7.822
226733,2.1321,149.8,34.633499,2303.5,2387.1,2.54,116.17,1956.0,7.8119998
226734,2.0483,150.1,34.6418,2305.7,2392.5,2.54,119.16,2116.7,7.816
226735,1.9061,152.5,34.6548,2308.4,2394.1,2.54,123.01,2369.8,7.8049998
226736,1.8099,155.4,34.6632,2308.2,2394.9,2.53,124.94,2622.8,7.7979999
226737,1.7195,159.6,34.670898,2306.9,2395.8,2.5,125.59,2877.2,7.796
226738,1.6141,165.9,34.679298,2302.5,2393.2,2.47,125.61,3130.7,7.7930002
226739,1.5448,171.1,34.6852,2297.4,2390.8,2.44,124.76,3384.5,7.7919998
226740,1.4803,176.5,34.690701,2293.2,2385.9,2.41,123.92,3639.1,7.7810001
226741,1.4116,182.0,34.696098,2286.9,2383.0,2.37,122.65,3893.8,7.7820001
226742,1.3905,184.4,34.6982,2284.5,2381.4,2.36,122.45,4046.3,7.7789998
226743,1.3957,185.3,34.698898,2284.1,2382.5,2.36,122.24,4230.3,7.7750001
226744,1.4001,186.4,34.699299,2283.7,2382.5,2.36,122.03,4332.5,7.7729998
226745,26.9532,202.3,35.674999,1999.4,2343.1,0.13,0.49,3.8,8.0719995
226747,23.4242,214.8,35.6712,2010.5,2342.4,0.11,0.51,90.4,8.1040001
226748,21.8388,213.0,35.644699,2026.0,2336.9,0.11,0.52,140.4,8.0930004
226749,20.368,206.6,35.597698,2043.5,2334.7,0.16,0.52,190.1,8.0810003
226750,18.6766,198.2,35.513699,2065.0,2327.2,0.27,0.73,240.2,8.0559998
226752,15.2748,200.8,35.185501,2087.4,2310.3,0.51,1.37,340.2,8.0340004
226754,10.8769,203.3,34.709599,2119.3,2287.0,1.06,3.64,440.2,7.9829998
226756,6.9524,186.9,34.3801,2169.8,2279.9,1.88,13.34,575.5,7.8889999
226757,5.868,191.5,34.342999,2177.8,2284.4,2.02,18.51,676.2,7.8909998
226759,4.6754,173.1,34.366901,2209.6,2301.7,2.28,36.35,876.9,7.855
226761,3.718,154.8,34.4646,2247.2,2330.9,2.45,63.08,1078.0,7.8309999
226781,27.6659,200.4,35.727699,1999.8,2346.1,0.13,0.66,3.7,8.0640001
226782,26.3192,205.8,35.7939,2003.4,2352.6,0.13,0.66,33.1,8.0860004
226783,24.4669,212.8,35.790699,2007.0,2349.2,0.13,0.67,57.8,8.1029997
226784,23.4582,211.0,35.7103,2013.4,2343.4,0.13,0.47,82.6,8.1000004
226785,22.538,210.6,35.640999,2018.8,2340.1,0.12,0.47,107.6,8.1000004
226786,20.8002,195.0,35.632099,2051.4,2337.3,0.23,0.68,157.9,8.066
226787,19.0803,197.5,35.543598,2062.3,2329.4,0.28,0.68,207.7,8.059
226788,17.4992,197.8,35.419102,2073.9,2321.7,0.36,0.9,257.7,8.0480003
226789,15.807,198.2,35.2542,2084.3,2313.4,0.49,1.31,307.6,8.0380001
226790,13.985,198.6,35.047699,2098.5,2301.9,0.69,2.14,357.9,8.0139999
226791,11.9711,202.1,34.827801,2112.2,2291.8,0.95,2.97,408.1,7.994
226792,9.7175,206.8,34.593899,2127.3,2282.3,1.25,4.84,458.1,7.9710002
226793,8.1952,215.2,34.458099,2137.4,2277.7,1.47,6.28,508.3,7.9559999
226794,6.6496,204.5,34.357399,2161.0,2277.3,1.83,11.89,608.5,7.9109998
226795,5.6617,209.3,34.319801,2167.8,2281.5,1.96,16.86,708.9,7.914
226796,5.0476,202.0,34.323502,2180.1,2288.8,2.08,23.52,809.2,7.9039998
226797,4.6972,159.2,34.401501,2221.2,2307.0,2.39,42.29,909.6,7.8330002
226798,3.9955,156.2,34.434299,2238.7,2319.4,2.47,55.49,1010.5,7.822
226799,3.6399,151.7,34.477001,2251.1,2333.2,2.51,66.86,1110.7,7.8249998
226800,3.1791,150.7,34.5261,2264.4,2350.4,2.52,81.2,1211.5,7.8379998
226801,2.9934,150.2,34.545898,2271.4,2356.6,2.52,87.12,1312.4,7.8340001
226802,2.777,149.6,34.568298,2278.7,2362.3,2.54,94.31,1412.9,7.8270001
226803,2.608,148.9,34.585602,2285.8,2371.4,2.54,99.82,1513.4,7.8309999
226804,2.4668,149.1,34.599998,2289.4,2375.7,2.54,104.71,1614.6,7.8309999
226805,2.2595,149.4,34.6213,2296.9,2384.7,2.54,112.14,1816.7,7.829
226806,2.1237,150.5,34.634701,2301.1,2387.9,2.54,116.18,2018.6,7.8200002
226807,1.9795,152.3,34.648102,2303.3,2392.7,2.54,120.66,2271.4,7.8189998
226808,1.8631,153.5,34.658901,2305.3,2395.7,2.53,124.27,2524.3,7.8130002
226809,1.7603,157.8,34.667702,2305.4,2397.1,2.5,125.76,2777.8,7.8080001
226810,1.6678,162.3,34.675301,2304.3,2395.0,2.48,126.19,3031.4,7.796
226811,1.6005,167.1,34.681198,2298.7,2394.2,2.45,125.97,3285.5,7.8010001
226812,1.5135,173.7,34.688,2293.4,2389.4,2.41,124.91,3539.7,7.7940001
226813,1.4548,178.7,34.693001,2288.7,2387.1,2.38,123.43,3794.5,7.7919998
226814,1.395,184.3,34.6982,2283.7,2384.0,2.35,122.37,4100.1,7.7859998
226815,1.3793,187.4,34.701,2280.5,2381.3,2.32,121.74,4406.5,7.776
226816,1.3882,188.7,34.7019,2280.2,2379.6,2.33,121.31,4633.2,7.763
226817,26.7769,204.2,35.6026,2001.8,2338.0,0.13,0.46,2.4,8.0640001
226818,23.865,216.6,35.5872,2004.2,2333.9,0.1,0.46,40.1,8.0979996
226819,22.4742,219.0,35.6115,2014.6,2335.2,0.1,0.46,75.1,8.1020002
226820,20.586,219.4,35.578602,2030.4,2332.8,0.1,0.47,125.1,8.1000004
226822,17.9988,191.1,35.472599,2075.5,2324.8,0.38,0.89,225.1,8.0430002
226824,14.3053,198.0,35.0756,2097.2,2305.3,0.67,1.92,325.1,8.0200005
226826,10.304,189.3,34.6334,2134.7,2283.3,1.3,5.63,425.4,7.9460001
226828,7.7547,209.3,34.419399,2145.4,2277.5,1.58,7.49,525.4,7.9400001
226829,6.0389,223.1,34.323002,2145.6,2278.5,1.79,11.83,645.9,7.9650002
226831,4.6652,177.6,34.360699,2216.8,2299.6,2.27,35.03,847.1,7.8280001
226833,3.86,153.6,34.4538,2245.2,2325.9,2.48,60.29,1048.0,7.8210001
226853,27.0551,201.7,35.688599,2002.9,2344.2,0.13,0.5,2.3,8.066
226854,22.733,217.6,35.7001,2018.9,2343.2,0.11,0.5,45.6,8.1029997
226855,21.4281,221.4,35.584599,2022.0,2335.5,0.09,0.51,90.4,8.1059999
226856,20.4202,221.3,35.5844,2031.7,2334.2,0.09,0.52,140.3,8.1020002
226857,19.3321,212.3,35.549301,2048.1,2332.5,0.15,0.53,190.5,8.0860004
226858,17.8233,203.3,35.4506,2068.3,2325.5,0.28,0.74,240.4,8.0600004
226859,15.9903,196.9,35.277401,2086.9,2317.4,0.5,1.16,290.6,8.0380001
226860,14.1444,194.7,35.067902,2101.1,2305.8,0.7,2.0,340.7,8.0150003
226861,11.9085,199.0,34.816898,2113.9,2295.8,0.96,3.04,390.5,8.0
226862,9.7651,206.7,34.597698,2130.4,2281.7,1.26,4.71,440.7,7.9619999
226863,8.2424,216.3,34.462799,2139.1,2279.9,1.43,5.96,490.9,7.9569998
226864,6.8645,229.7,34.364899,2143.0,2276.6,1.61,7.84,576.1,7.9569998
226865,5.9085,227.2,34.318699,2155.9,2279.7,1.78,12.22,676.1,7.941
226866,5.25,192.4,34.3344,2187.6,2288.7,2.1,24.1,776.8,7.8790002
226867,4.7999,177.9,34.356499,2204.5,2298.7,2.24,32.89,877.1,7.8600001
226868,4.186,162.0,34.404499,2229.4,2312.3,2.4,48.44,977.6,7.8280001
226869,3.7513,156.5,34.447201,2245.2,2326.2,2.46,59.62,1078.1,7.823
226870,3.3448,156.0,34.4869,2255.0,2335.3,2.48,70.82,1179.1,7.8210001
226871,3.0273,153.9,34.526798,2266.4,2349.2,2.49,82.06,1279.6,7.8280001
226872,2.7954,153.4,34.552898,2274.2,2359.7,2.5,90.35,1380.2,7.835
226873,2.6246,152.9,34.572201,2280.3,2365.8,2.5,95.88,1481.2,7.8330002
226874,2.4793,151.0,34.592201,2288.1,2373.5,2.52,102.49,1582.1,7.829
226875,2.3483,149.5,34.609402,2295.2,2378.6,2.53,108.03,1682.9,7.8200002
226876,2.2668,148.7,34.619301,2299.0,2383.9,2.53,111.67,1784.0,7.822
226877,2.1551,149.1,34.631599,2303.0,2388.4,2.53,115.94,1985.5,7.816
226878,2.007,149.8,34.645802,2307.7,2394.7,2.53,121.08,2188.1,7.8150001
226879,1.8813,153.1,34.656898,2307.8,2394.4,2.51,123.87,2440.7,7.8049998
226880,1.7801,157.3,34.665501,2306.3,2396.1,2.49,124.94,2694.5,7.8060002
226881,1.7034,161.6,34.672298,2304.1,2393.5,2.47,125.39,2947.6,7.7950001
226882,1.5991,167.0,34.681499,2300.9,2394.1,2.44,126.24,3282.9,7.7950001
226883,1.509,175.1,34.689499,2294.1,2387.8,2.39,124.54,3689.7,7.7810001
226884,1.4674,180.1,34.694698,2289.2,2384.8,2.37,123.28,4097.7,7.7709999
226885,1.4239,185.7,34.6996,2282.8,2381.1,2.33,122.22,4506.3,7.7639999
226886,1.4032,188.6,34.701599,2280.2,2379.4,2.33,121.59,4659.4,7.7610002
226887,1.4063,188.9,34.7024,2279.8,2377.2,2.31,121.6,4822.7,7.7490001
226888,1.4129,189.3,34.702801,2279.5,2377.8,2.32,121.4,4925.1,7.7470002
226889,26.9789,202.9,35.649502,2003.1,2342.6,0.12,0.46,2.6,8.0649996
226891,23.8701,212.5,35.7104,2012.9,2345.5,0.12,0.47,55.7,8.0979996
226892,21.8738,210.7,35.68,2030.7,2341.5,0.13,0.47,105.4,8.092
226893,20.4457,207.4,35.6203,2043.4,2338.3,0.17,0.47,155.5,8.0869999
226895,17.1858,194.0,35.382599,2078.8,2321.0,0.42,1.1,255.5,8.0419998
226897,14.2072,199.6,35.065399,2094.2,2304.3,0.66,1.93,355.1,8.0249996
226899,10.4732,206.1,34.6717,2121.6,2287.3,1.14,4.0,454.8,7.9840002
226901,6.6767,230.7,34.3596,2143.4,2279.3,1.63,8.97,606.1,7.9640002
226902,5.7844,225.6,34.3144,2155.1,2280.5,1.82,13.31,706.3,7.9460001
226904,4.7772,185.8,34.3479,2196.7,2297.1,2.21,31.4,907.7,7.8779998
226905,4.2534,163.5,34.397598,2224.2,2312.1,2.41,46.01,1007.8,7.8410001
226925,26.8779,203.8,35.757099,2005.5,2347.2,0.12,0.66,2.7,8.0679998
226926,25.8019,206.4,35.724899,2004.8,2347.5,0.12,0.46,41.5,8.085
226927,22.1439,221.2,35.598801,2015.8,2336.2,0.09,0.46,81.6,8.1070004
226928,21.7422,222.4,35.592602,2016.6,2335.7,0.09,0.47,96.2,8.1110001
226929,20.8989,219.6,35.580601,2026.5,2333.8,0.1,0.47,126.2,8.1029997
226930,20.3746,220.8,35.5779,2030.9,2332.5,0.09,0.47,146.2,8.1009998
226931,19.8722,221.6,35.567402,2035.3,2332.5,0.09,0.48,176.3,8.1000004
226932,18.797,208.2,35.530899,2055.9,2329.0,0.2,0.68,226.1,8.0740004
226933,17.135,203.1,35.411499,2072.4,2321.5,0.32,0.89,276.4,8.0550003
226934,15.7449,200.5,35.2659,2085.0,2313.9,0.46,1.3,326.3,8.0380001
226935,14.073,195.9,35.056099,2098.6,2304.1,0.69,2.12,376.4,8.0170002
226936,11.6558,200.6,34.789902,2114.7,2291.7,0.99,3.36,426.8,7.9920001
226937,9.7373,209.4,34.598,2126.1,2283.9,1.21,4.39,476.6,7.9770002
226938,8.253,217.6,34.465801,2135.1,2279.2,1.4,5.83,527.0,7.9640002
226939,6.3478,231.5,34.338402,2147.5,2279.5,1.67,9.52,647.4,7.9580002
226940,5.7559,219.4,34.320099,2159.3,2282.5,1.84,14.45,747.5,7.9380002
226941,5.2339,197.9,34.327499,2180.8,2288.5,2.06,22.69,847.9,7.8959999
226942,4.6818,173.7,34.3647,2207.8,2300.1,2.27,35.29,948.6,7.8530002
226943,4.1195,161.4,34.409199,2229.6,2316.1,2.4,49.4,1049.2,7.8369999
226944,3.5837,159.0,34.455898,2244.6,2329.2,2.43,61.89,1149.5,7.8330002
226945,3.2305,157.3,34.495201,2256.8,2341.2,2.46,72.54,1250.3,7.8330002
226946,2.9385,156.2,34.528999,2266.1,2351.3,2.47,81.96,1351.3,7.8340001
226947,2.6637,155.2,34.561699,2276.3,2361.3,2.48,91.39,1451.6,7.8319998
226948,2.5232,153.9,34.580002,2282.7,2366.4,2.48,97.07,1552.6,7.8260002
226949,2.2858,152.5,34.609699,2293.0,2379.3,2.49,106.31,1754.5,7.8280001
226950,2.0879,150.9,34.634399,2302.5,2385.9,2.51,115.16,1956.4,7.8130002
226951,1.9981,151.0,34.644402,2305.1,2393.1,2.5,118.74,2118.4,7.8210001
226952,1.8916,152.7,34.655102,2308.1,2394.8,2.5,122.1,2371.6,7.8080001
226953,1.7938,155.0,34.664501,2308.9,2396.6,2.49,124.64,2624.3,7.802
226954,1.7141,158.0,34.671799,2308.7,2394.6,2.48,126.12,2877.9,7.7870002
226955,1.6227,165.4,34.679001,2302.9,2394.6,2.44,124.43,3131.8,7.796
226956,1.5283,173.4,34.687401,2295.1,2389.8,2.39,122.76,3538.5,7.79
226957,1.4752,179.0,34.693199,2289.9,2386.3,2.36,121.91,3945.9,7.7800002
226958,1.4233,184.9,34.698601,2284.6,2381.8,2.32,120.85,4354.2,7.7670002
226959,1.3882,189.5,34.7029,2280.0,2378.9,2.3,120.01,4763.2,7.756
226960,1.4047,190.9,34.703899,2278.9,2378.5,2.29,119.59,5039.2,7.7459998
226961,27.7068,200.5,35.7925,2003.0,2352.8,0.13,0.38,2.2,8.0670004
226962,23.6597,215.8,35.641102,2006.6,2340.3,0.11,0.38,45.9,8.1049995
226966,19.571,202.7,35.565201,2053.2,2332.0,0.22,0.57,190.9,8.0719995
226968,16.6716,202.0,35.3619,2075.8,2318.6,0.36,0.76,291.0,8.0509996
226970,13.1055,198.5,34.9627,2104.9,2300.0,0.8,2.4,390.8,8.0100002
226972,9.5094,209.5,34.589199,2128.7,2284.0,1.26,4.64,491.2,7.973
226973,7.6335,224.1,34.423599,2139.7,2278.7,1.52,6.69,576.2,7.9590001
226974,6.4523,232.0,34.3433,2144.7,2277.1,1.67,9.14,676.6,7.9559999
226976,5.1281,208.0,34.3144,2176.0,2288.3,2.04,21.68,877.1,7.9109998
226978,4.0109,170.9,34.3988,2224.0,2312.8,2.37,47.74,1079.0,7.8449998
226997,27.554,200.2,35.624401,1999.4,2341.1,0.12,0.63,2.7,8.0609999
226998,22.4548,215.6,35.638699,2016.5,2338.7,0.11,0.42,55.4,8.1049995
226999,21.1399,212.6,35.591099,2028.8,2334.1,0.11,0.42,105.3,8.0970001
227000,19.7775,199.9,35.574501,2053.3,2332.9,0.2,0.63,155.4,8.0719995
227001,18.5941,193.2,35.525398,2067.9,2327.8,0.32,0.83,205.4,8.0530005
227002,17.1058,207.1,35.410999,2068.5,2320.9,0.29,0.83,255.3,8.0629997
227003,15.5247,203.5,35.2589,2083.2,2311.4,0.45,1.24,304.8,8.0410004
227004,13.589,199.8,35.0177,2099.5,2301.4,0.72,2.06,355.6,8.0179996
227005,12.1223,199.9,34.859798,2110.5,2293.9,0.92,2.89,405.4,8.0
227006,10.5814,205.8,34.703899,2119.5,2287.5,1.1,3.72,455.6,7.9879999
227007,8.9279,215.4,34.534801,2128.6,2281.1,1.31,4.75,505.8,7.9749999
227008,6.867,231.0,34.367802,2140.3,2279.3,1.6,7.84,605.9,7.9699998
227009,6.0801,229.8,34.3293,2148.6,2280.3,1.75,11.55,707.2,7.9590001
227010,5.3038,211.0,34.3158,2169.6,2284.6,1.99,19.62,806.5,7.9190001
227011,4.7922,198.0,34.329601,2187.9,2293.1,2.13,27.7,906.5,7.8930001
227012,4.2616,182.9,34.3647,2207.9,2304.2,2.27,39.14,1007.6,7.868
227013,3.7623,172.6,34.410301,2227.8,2317.1,2.37,51.87,1108.4,7.849
227014,3.3604,166.7,34.4585,2242.1,2331.7,2.43,64.01,1209.2,7.8499999
227015,3.0781,163.2,34.4958,2253.3,2341.5,2.44,73.86,1309.7,7.8439999
227016,2.8114,160.1,34.532299,2264.6,2352.3,2.47,83.74,1410.3,7.8410001
227017,2.6382,158.4,34.556301,2272.0,2362.5,2.48,90.47,1510.5,7.8470001
227018,2.5238,156.9,34.572701,2277.6,2366.0,2.49,95.11,1612.1,7.8379998
227019,2.3875,155.0,34.5933,2284.4,2373.4,2.5,101.85,1713.3,7.8369999
227020,2.3022,152.9,34.608002,2290.2,2381.4,2.52,106.91,1813.8,7.8400002
227021,2.0947,150.1,34.635399,2302.3,2390.3,2.54,116.85,2015.8,7.8239999
227022,1.953,149.4,34.6511,2307.5,2395.3,2.54,123.18,2268.9,7.8140001
227023,1.858,152.2,34.659599,2308.9,2398.8,2.54,125.29,2522.1,7.8109999
227024,1.7741,154.8,34.667301,2310.3,2400.2,2.52,127.41,2775.5,7.802
227025,1.6977,159.7,34.673801,2305.3,2398.8,2.49,126.75,3029.2,7.8039999
227026,1.6144,165.8,34.680599,2300.9,2394.7,2.46,126.31,3283.4,7.796
227027,1.5572,170.0,34.6861,2297.2,2393.9,2.43,126.31,3537.2,7.7950001
227028,1.5007,175.5,34.690701,2293.5,2389.6,2.41,124.39,3791.9,7.7839999
227029,1.4366,180.9,34.696098,2287.6,2385.2,2.37,123.1,4046.4,7.7800002
227030,1.3894,186.9,34.700199,2281.8,2381.7,2.34,121.82,4302.2,7.777
227031,1.3724,189.2,34.702702,2279.6,2380.7,2.33,120.97,4547.9,7.7709999
227032,1.3771,190.0,34.703098,2278.9,2378.2,2.32,120.96,4654.5,7.7620001
227033,26.6478,204.1,35.551601,2009.0,2333.7,0.09,0.49,3.9,8.0489998
227034,23.4036,218.6,35.543499,2013.9,2332.1,0.08,0.5,41.0,8.0869999
227035,20.6158,228.4,35.590401,2030.0,2333.7,0.08,0.51,76.4,8.1029997
227036,19.6202,223.7,35.560501,2037.9,2331.3,0.09,0.51,126.4,8.1000004
227038,17.3571,205.3,35.428001,2070.4,2322.9,0.28,0.73,225.8,8.0600004
227040,14.0898,199.6,35.0891,2098.9,2305.9,0.65,1.98,325.9,8.0209999
227042,11.0437,203.8,34.747799,2120.3,2289.2,1.05,3.43,426.3,7.9829998
227044,8.0703,219.3,34.4459,2138.0,2280.3,1.45,6.1,526.6,7.9629998
227045,6.4743,232.4,34.344799,2147.0,2279.0,1.65,9.18,647.0,7.9559999
227047,5.2261,212.1,34.310398,2172.9,2284.9,1.99,19.88,848.1,7.9099998
227049,4.2391,176.7,34.377201,2216.5,2307.1,2.31,42.39,1048.8,7.849
227069,26.3192,206.9,35.321899,2007.6,2317.9,0.09,0.41,2.5,8.0360003
227070,23.8637,214.3,35.3577,2010.1,2320.0,0.08,0.41,22.7,8.0710001
227071,21.2586,227.3,35.594398,2027.1,2335.9,0.09,0.41,47.5,8.1029997
227072,20.0724,229.2,35.587502,2031.0,2333.1,0.09,0.41,92.5,8.1079998
227073,18.9109,226.9,35.539001,2040.6,2328.7,0.09,0.41,142.3,8.1009998
227074,18.6205,226.4,35.531799,2045.7,2328.8,0.1,0.41,167.2,8.0959997
227075,18.4609,227.1,35.5266,2045.9,2328.8,0.1,0.41,192.8,8.0979996
227076,17.2699,225.1,35.449501,2055.9,2323.0,0.16,0.41,242.5,8.0869999
227077,15.9312,207.8,35.306301,2077.1,2315.9,0.37,0.81,291.9,8.0550003
227078,13.6598,201.4,35.026901,2098.5,2303.6,0.69,1.81,342.4,8.0240002
227079,11.3756,204.7,34.779598,2115.5,2291.9,0.99,3.01,392.8,7.9970002
227080,9.8062,208.7,34.591499,2125.1,2285.2,1.19,4.02,442.8,7.9819999
227081,8.7027,218.1,34.497299,2133.1,2282.2,1.37,5.02,492.9,7.9710002
227082,7.1598,230.2,34.384602,2140.7,2279.4,1.55,7.04,578.1,7.9660001
227083,6.2374,235.3,34.3326,2146.3,2280.1,1.67,9.65,678.8,7.9629998
227084,5.5702,224.3,34.310799,2159.9,2283.3,1.85,14.88,779.3,7.9400001
227085,5.0174,196.0,34.331001,2186.7,2291.5,2.11,25.59,879.5,7.8899999
227086,4.5254,178.0,34.365299,2208.6,2303.2,2.28,36.94,980.0,7.8600001
227087,3.9104,172.8,34.401001,2225.2,2314.7,2.36,48.94,1080.4,7.848
227088,3.4835,165.4,34.4487,2241.9,2327.6,2.42,60.78,1175.4,7.8379998
227089,3.2002,162.0,34.484901,2253.0,2338.3,2.46,69.56,1281.9,7.835
227090,2.9324,160.0,34.518398,2262.6,2348.4,2.47,79.21,1382.9,7.835
227091,2.5299,156.5,34.573299,2280.5,2366.1,2.49,95.03,1584.2,7.8299999
227092,2.2764,154.2,34.6078,2292.3,2378.7,2.51,105.54,1786.1,7.8270001
227093,2.1222,153.3,34.627899,2298.5,2385.5,2.51,113.17,1988.1,7.822
227094,1.9801,152.7,34.6451,2304.3,2393.4,2.52,118.53,2190.7,7.8210001
227095,1.8599,154.8,34.657299,2306.0,2396.0,2.51,122.04,2444.2,7.8150001
227096,1.7675,157.2,34.666401,2306.4,2397.9,2.5,124.5,2697.0,7.8109999
227097,1.6942,160.5,34.673401,2305.5,2396.6,2.49,125.33,2950.8,7.8000002
227098,1.6161,165.6,34.68,2302.2,2393.9,2.48,125.31,3205.3,7.7930002
227099,1.5576,170.3,34.685299,2297.9,2392.3,2.42,124.48,3458.9,7.7919998
227100,1.5018,175.0,34.6903,2292.3,2390.6,2.4,123.45,3713.9,7.7940001
227101,1.4427,180.5,34.695301,2287.6,2386.4,2.36,122.19,3968.3,7.7859998
227102,1.3685,187.5,34.701199,2281.2,2380.2,2.33,120.73,4222.9,7.7779999
227103,1.3196,192.1,34.705601,2278.6,2378.0,2.3,119.48,4539.9,7.7670002
227104,1.3374,192.7,34.705898,2277.3,2377.8,2.3,119.49,4744.7,7.7620001
227105,25.5655,208.5,35.371101,2008.7,2320.8,0.09,0.41,2.0,8.0489998
227106,20.8476,229.1,35.617001,2025.6,2336.0,0.09,0.41,55.7,8.1110001
227107,20.0419,228.8,35.608101,2028.7,2335.7,0.09,0.41,105.6,8.1160002
227108,19.5165,224.3,35.5648,2035.2,2332.6,0.1,0.41,156.0,8.1070004
227109,18.6938,217.0,35.510601,2048.7,2328.3,0.15,0.41,206.0,8.0880003
227111,15.52,204.9,35.231201,2082.9,2312.9,0.45,1.21,305.2,8.0450001
227113,12.1261,204.6,34.860901,2110.2,2295.4,0.88,2.62,406.1,8.0039997
227115,8.7471,219.0,34.509499,2130.3,2281.8,1.33,4.82,506.0,7.9759998
227116,6.9848,232.8,34.3717,2140.4,2279.3,1.58,7.44,606.5,7.9679999
227117,6.1578,235.6,34.326401,2146.2,2280.5,1.7,10.05,706.8,7.9650002
227119,4.9725,208.5,34.3148,2177.9,2289.7,2.05,23.56,907.5,7.9099998
227120,4.4036,190.6,34.3451,2199.9,2300.6,2.21,34.49,1008.2,7.8800001
227121,3.9915,178.5,34.382801,2217.6,2310.6,2.32,45.06,1109.0,7.8569999
227122,3.6103,169.6,34.4263,2232.6,2321.7,2.4,55.85,1209.9,7.8460002
227124,2.8856,161.1,34.521,2261.5,2349.1,2.46,79.99,1411.0,7.8400002
227141,26.2145,207.4,35.367001,2006.7,2321.6,0.09,0.41,3.9,8.0439997
227142,23.3161,218.1,35.394699,2012.3,2322.9,0.09,0.41,41.2,8.0790005
227143,20.6948,229.4,35.609501,2027.0,2336.8,0.09,0.41,76.1,8.1110001
227144,20.3083,229.4,35.607899,2027.8,2336.8,0.09,0.41,96.1,8.1149998
227145,19.9707,227.8,35.602798,2028.8,2335.5,0.09,0.41,125.9,8.1160002
227146,19.1656,222.9,35.541599,2038.5,2332.2,0.11,0.41,175.8,8.1059999
